
         Dual Mode Scramjet

  N       NA    Nm    cf         Dinj       L
   1221   3     3     0.00300    0.00300    1.220
         Area changes along axis
  xA      theta
  0.000    0.00
  0.390    0.60
  0.990    1.20
         Injections along axis
  xm      psi     y       angle
  0.110   0.50    0.10    80.00
  0.510   0.30    0.40    60.00
  0.810   0.20    0.60    40.00


  x        p           Ma       rho         V          T         F         Tt        Pt          s          a         Ac           A            gamma       mdot       W         G
   0.3980    67298.2   2.7539    0.222278   1756.766    937.34     99.35   2117.74   2043255.6    5085.50   641.971   0.00378837   0.00389424   1.3437456    1.48877   26.0870    -27.50910
   0.3990    67325.9   2.7531    0.222306   1756.545    937.64     99.60   2117.73   2041555.5    5085.73   642.071   0.00378844   0.00390472   1.3437224    1.48877   26.0870    -27.20553
   0.4000    67355.4   2.7523    0.222329   1756.325    937.92     99.86   2117.71   2039822.1    5085.95   642.172   0.00378858   0.00391519   1.3436988    1.48877   26.0870    -28.19752
   0.4010    67383.2   2.7516    0.222349   1756.100    938.21    100.12   2117.68   2038159.5    5086.17   642.271   0.00378866   0.00392566   1.3436750    1.48877   26.0870    -27.37004
   0.4020    67409.6   2.7508    0.222373   1755.879    938.50    100.38   2117.66   2036492.9    5086.41   642.368   0.00378874   0.00393613   1.3436519    1.48877   26.0870    -26.41370
   0.4030    67437.7   2.7500    0.222396   1755.663    938.78    100.63   2117.64   2034768.5    5086.63   642.468   0.00378891   0.00394661   1.3436289    1.48877   26.0870    -27.29279
   0.4040    67465.3   2.7493    0.222413   1755.442    939.06    100.89   2117.61   2033092.7    5086.85   642.566   0.00378906   0.00395708   1.3436054    1.48877   26.0870    -27.11227
   0.4050    67490.6   2.7485    0.222432   1755.223    939.35    101.14   2117.59   2031450.6    5087.08   642.661   0.00378917   0.00396755   1.3435824    1.48877   26.0870    -25.80964
   0.4060    67516.9   2.7478    0.222453   1755.010    939.63    101.40   2117.57   2029748.5    5087.31   642.759   0.00378937   0.00397802   1.3435599    1.48877   26.0870    -26.22457
   0.4070    67543.7   2.7470    0.222469   1754.795    939.91    101.65   2117.55   2028059.9    5087.52   642.856   0.00378959   0.00398849   1.3435369    1.48877   26.0870    -26.62399
   0.4080    67568.2   2.7463    0.222483   1754.578    940.18    101.91   2117.52   2026429.2    5087.75   642.950   0.00378976   0.00399897   1.3435141    1.48877   26.0870    -25.36007
   0.4090    67592.5   2.7455    0.222501   1754.368    940.46    102.16   2117.50   2024757.5    5087.98   643.045   0.00378998   0.00400944   1.3434920    1.48877   26.0870    -25.13941
   0.4100    67618.0   2.7448    0.222515   1754.159    940.73    102.42   2117.48   2023063.9    5088.19   643.140   0.00379026   0.00401991   1.3434696    1.48877   26.0870    -25.85875
   0.4110    67641.6   2.7441    0.222525   1753.946    941.00    102.67   2117.45   2021432.1    5088.41   643.233   0.00379050   0.00403038   1.3434472    1.48877   26.0870    -24.96484
   0.4120    67663.9   2.7434    0.222537   1753.739    941.28    102.92   2117.43   2019791.2    5088.65   643.325   0.00379076   0.00404086   1.3434254    1.48877   26.0870    -24.16038
   0.4130    67687.5   2.7426    0.222549   1753.535    941.54    103.18   2117.41   2018104.7    5088.86   643.418   0.00379110   0.00405133   1.3434038    1.48877   26.0870    -24.84888
   0.4140    67710.1   2.7419    0.222555   1753.328    941.80    103.43   2117.38   2016464.1    5089.08   643.509   0.00379142   0.00406180   1.3433818    1.48877   26.0870    -24.49937
   0.4150    67730.6   2.7412    0.222562   1753.124    942.07    103.68   2117.35   2014847.3    5089.31   643.598   0.00379173   0.00407227   1.3433604    1.48877   26.0870    -23.34815
   0.4160    67751.9   2.7405    0.222570   1752.925    942.33    103.93   2117.34   2013179.9    5089.53   643.689   0.00379212   0.00408275   1.3433394    1.48877   26.0870    -23.69151
   0.4170    67773.1   2.7398    0.222572   1752.725    942.58    104.18   2117.31   2011529.7    5089.74   643.778   0.00379253   0.00409322   1.3433181    1.48877   26.0870    -23.85984
   0.4180    67792.1   2.7391    0.222574   1752.525    942.84    104.43   2117.28   2009926.3    5089.97   643.865   0.00379290   0.00410369   1.3432971    1.48877   26.0870    -22.68733
   0.4190    67810.9   2.7385    0.222577   1752.330    943.09    104.68   2117.26   2008285.7    5090.19   643.952   0.00379334   0.00411416   1.3432767    1.48877   26.0870    -22.51254
   0.4200    67830.3   2.7378    0.222576   1752.137    943.34    104.93   2117.24   2006632.1    5090.40   644.039   0.00379383   0.00412464   1.3432562    1.48877   26.0870    -22.99771
   0.4210    67847.7   2.7371    0.222572   1751.942    943.59    105.18   2117.21   2005031.1    5090.62   644.123   0.00379430   0.00413511   1.3432357    1.48877   26.0870    -22.10090
   0.4220    67864.0   2.7365    0.222569   1751.752    943.83    105.42   2117.18   2003418.7    5090.85   644.207   0.00379479   0.00414558   1.3432159    1.48877   26.0870    -21.42287
   0.4230    67881.1   2.7358    0.222565   1751.566    944.08    105.67   2117.16   2001771.6    5091.06   644.292   0.00379535   0.00415605   1.3431962    1.48877   26.0870    -21.93327
   0.4240    67897.0   2.7352    0.222555   1751.378    944.31    105.91   2117.13   2000166.0    5091.27   644.374   0.00379591   0.00416652   1.3431763    1.48877   26.0870    -21.48425
   0.4250    67911.0   2.7345    0.222546   1751.193    944.55    106.16   2117.10   1998577.0    5091.50   644.454   0.00379647   0.00417700   1.3431570    1.48877   26.0870    -20.48328
   0.4260    67925.4   2.7339    0.222537   1751.013    944.78    106.40   2117.08   1996946.8    5091.71   644.535   0.00379710   0.00418747   1.3431381    1.48877   26.0870    -20.74481
   0.4270    67939.5   2.7333    0.222523   1750.832    945.01    106.65   2117.06   1995335.2    5091.92   644.615   0.00379776   0.00419794   1.3431190    1.48877   26.0870    -20.74537
   0.4280    67951.4   2.7327    0.222507   1750.652    945.24    106.89   2117.03   1993760.8    5092.14   644.692   0.00379840   0.00420841   1.3431003    1.48877   26.0870    -19.69001
   0.4290    67963.0   2.7321    0.222493   1750.478    945.46    107.13   2117.00   1992154.6    5092.36   644.770   0.00379909   0.00421889   1.3430821    1.48877   26.0870    -19.53868
   0.4300    67974.8   2.7315    0.222474   1750.305    945.68    107.37   2116.98   1990541.6    5092.57   644.847   0.00379985   0.00422936   1.3430639    1.48877   26.0870    -19.83680
   0.4310    67984.8   2.7309    0.222452   1750.131    945.90    107.61   2116.95   1988972.7    5092.79   644.921   0.00380058   0.00423983   1.3430458    1.48877   26.0870    -18.98423
   0.4320    67993.7   2.7303    0.222431   1749.963    946.11    107.85   2116.92   1987392.3    5093.01   644.995   0.00380134   0.00425030   1.3430283    1.48877   26.0870    -18.41199
   0.4330    68002.9   2.7297    0.222408   1749.797    946.32    108.09   2116.90   1985786.1    5093.22   645.069   0.00380217   0.00426078   1.3430109    1.48877   26.0870    -18.76947
   0.4340    68010.9   2.7292    0.222380   1749.631    946.53    108.33   2116.87   1984216.3    5093.43   645.141   0.00380301   0.00427125   1.3429936    1.48877   26.0870    -18.27961
   0.4350    68017.2   2.7286    0.222353   1749.468    946.74    108.56   2116.84   1982658.3    5093.65   645.211   0.00380384   0.00428172   1.3429767    1.48877   26.0870    -17.42174
   0.4360    68023.7   2.7280    0.222325   1749.310    946.94    108.80   2116.82   1981067.5    5093.86   645.282   0.00380476   0.00429219   1.3429603    1.48877   26.0870    -17.60509
   0.4370    68029.5   2.7275    0.222292   1749.151    947.14    109.04   2116.79   1979495.3    5094.07   645.350   0.00380569   0.00430267   1.3429437    1.48877   26.0870    -17.49665
   0.4380    68033.4   2.7270    0.222257   1748.994    947.33    109.27   2116.76   1977952.6    5094.29   645.417   0.00380661   0.00431314   1.3429275    1.48877   26.0870    -16.57083
   0.4390    68037.0   2.7265    0.222223   1748.843    947.52    109.50   2116.74   1976383.6    5094.50   645.484   0.00380760   0.00432361   1.3429119    1.48877   26.0870    -16.43162
   0.4400    68040.4   2.7259    0.222185   1748.692    947.71    109.74   2116.71   1974812.3    5094.71   645.550   0.00380863   0.00433408   1.3428962    1.48877   26.0870    -16.59117
   0.4410    68042.1   2.7254    0.222144   1748.542    947.89    109.97   2116.68   1973277.2    5094.92   645.613   0.00380965   0.00434456   1.3428807    1.48877   26.0870    -15.81427
   0.4420    68042.8   2.7249    0.222104   1748.396    948.08    110.20   2116.66   1971731.9    5095.13   645.676   0.00381070   0.00435503   1.3428659    1.48877   26.0870    -15.33174
   0.4430    68043.6   2.7245    0.222061   1748.254    948.26    110.43   2116.63   1970168.0    5095.34   645.738   0.00381182   0.00436550   1.3428511    1.48877   26.0870    -15.56749
   0.4440    68043.1   2.7240    0.222014   1748.111    948.43    110.66   2116.60   1968635.2    5095.55   645.799   0.00381294   0.00437597   1.3428364    1.48877   26.0870    -15.08146
   0.4450    68041.2   2.7235    0.221966   1747.972    948.60    110.89   2116.57   1967111.0    5095.76   645.858   0.00381408   0.00438644   1.3428222    1.48877   26.0870    -14.35624
   0.4460    68039.2   2.7230    0.221918   1747.836    948.77    111.11   2116.55   1965561.6    5095.97   645.917   0.00381527   0.00439692   1.3428084    1.48877   26.0870    -14.47336
   0.4470    68036.5   2.7226    0.221866   1747.702    948.93    111.34   2116.52   1964029.5    5096.17   645.974   0.00381649   0.00440739   1.3427945    1.48877   26.0870    -14.30497
   0.4480    68032.0   2.7221    0.221812   1747.569    949.10    111.56   2116.49   1962520.8    5096.38   646.030   0.00381771   0.00441786   1.3427810    1.48877   26.0870    -13.51109
   0.4490    68027.2   2.7217    0.221758   1747.440    949.26    111.79   2116.47   1960991.3    5096.59   646.085   0.00381898   0.00442833   1.3427680    1.48877   26.0870    -13.38010
   0.4500    68022.1   2.7213    0.221700   1747.313    949.41    112.01   2116.44   1959462.2    5096.80   646.139   0.00382030   0.00443881   1.3427551    1.48877   26.0870    -13.44507
   0.4510    68015.4   2.7209    0.221640   1747.187    949.56    112.23   2116.41   1957962.8    5097.00   646.191   0.00382161   0.00444928   1.3427423    1.48877   26.0870    -12.76158
   0.4520    68007.8   2.7204    0.221580   1747.065    949.71    112.46   2116.38   1956454.9    5097.21   646.243   0.00382296   0.00445975   1.3427301    1.48877   26.0870    -12.35633
   0.4530    68000.1   2.7200    0.221518   1746.945    949.85    112.68   2116.36   1954934.0    5097.42   646.294   0.00382436   0.00447022   1.3427180    1.48877   26.0870    -12.50182
   0.4540    67991.2   2.7196    0.221452   1746.826    949.99    112.90   2116.32   1953439.3    5097.62   646.343   0.00382576   0.00448070   1.3427060    1.48877   26.0870    -12.05023
   0.4550    67981.0   2.7193    0.221386   1746.711    950.13    113.12   2116.30   1951951.1    5097.83   646.391   0.00382718   0.00449117   1.3426945    1.48877   26.0870    -11.44536
   0.4560    67970.7   2.7189    0.221318   1746.598    950.27    113.33   2116.27   1950444.0    5098.03   646.438   0.00382866   0.00450164   1.3426833    1.48877   26.0870    -11.51165
   0.4570    67959.6   2.7185    0.221247   1746.487    950.40    113.55   2116.24   1948952.5    5098.24   646.484   0.00383016   0.00451211   1.3426721    1.48877   26.0870    -11.32058
   0.4580    67947.1   2.7181    0.221174   1746.377    950.53    113.77   2116.21   1947479.6    5098.44   646.529   0.00383166   0.00452259   1.3426613    1.48877   26.0870    -10.65387
   0.4590    67934.1   2.7178    0.221102   1746.271    950.66    113.98   2116.19   1945990.7    5098.65   646.573   0.00383321   0.00453306   1.3426509    1.48877   26.0870    -10.53140
   0.4600    67920.8   2.7174    0.221026   1746.167    950.78    114.20   2116.16   1944504.0    5098.85   646.616   0.00383479   0.00454353   1.3426405    1.48877   26.0870    -10.53793
   0.4610    67906.1   2.7171    0.220947   1746.064    950.90    114.41   2116.13   1943041.3    5099.05   646.657   0.00383638   0.00455400   1.3426304    1.48877   26.0870     -9.95463
   0.4620    67890.6   2.7168    0.220869   1745.964    951.01    114.62   2116.10   1941572.2    5099.25   646.697   0.00383800   0.00456447   1.3426208    1.48877   26.0870     -9.61670
   0.4630    67874.9   2.7165    0.220789   1745.867    951.13    114.83   2116.08   1940094.2    5099.45   646.737   0.00383966   0.00457495   1.3426113    1.48877   26.0870     -9.69987
   0.4640    67858.2   2.7161    0.220705   1745.771    951.24    115.04   2116.05   1938638.0    5099.65   646.776   0.00384134   0.00458542   1.3426019    1.48877   26.0870     -9.30088
   0.4650    67840.3   2.7158    0.220621   1745.677    951.34    115.25   2116.02   1937187.1    5099.86   646.813   0.00384303   0.00459589   1.3425929    1.48877   26.0870     -8.80319
   0.4660    67822.3   2.7155    0.220536   1745.587    951.45    115.46   2115.99   1935722.4    5100.06   646.850   0.00384476   0.00460636   1.3425842    1.48877   26.0870     -8.83392
   0.4670    67803.6   2.7152    0.220448   1745.497    951.55    115.67   2115.96   1934271.1    5100.25   646.885   0.00384652   0.00461684   1.3425756    1.48877   26.0870     -8.64589
   0.4680    67783.6   2.7150    0.220359   1745.409    951.65    115.88   2115.93   1932834.9    5100.45   646.919   0.00384828   0.00462731   1.3425672    1.48877   26.0870     -8.09676
   0.4690    67763.2   2.7147    0.220269   1745.324    951.74    116.08   2115.91   1931387.0    5100.65   646.953   0.00385008   0.00463778   1.3425593    1.48877   26.0870     -7.98475
   0.4700    67742.4   2.7144    0.220177   1745.241    951.84    116.29   2115.88   1929941.9    5100.85   646.985   0.00385191   0.00464825   1.3425514    1.48877   26.0870     -7.96008
   0.4710    67720.5   2.7142    0.220083   1745.159    951.93    116.49   2115.85   1928516.3    5101.05   647.016   0.00385375   0.00465873   1.3425437    1.48877   26.0870     -7.47559
   0.4720    67697.9   2.7139    0.219988   1745.080    952.01    116.70   2115.82   1927086.1    5101.25   647.047   0.00385561   0.00466920   1.3425364    1.48877   26.0870     -7.19658
   0.4730    67675.1   2.7137    0.219892   1745.004    952.10    116.90   2115.80   1925650.2    5101.44   647.077   0.00385751   0.00467967   1.3425293    1.48877   26.0870     -7.23986
   0.4740    67651.4   2.7134    0.219793   1744.927    952.18    117.10   2115.77   1924232.1    5101.64   647.105   0.00385942   0.00469014   1.3425223    1.48877   26.0870     -6.90168
   0.4750    67626.7   2.7132    0.219694   1744.854    952.26    117.30   2115.74   1922818.7    5101.84   647.133   0.00386135   0.00470062   1.3425156    1.48877   26.0870     -6.49774
   0.4760    67601.9   2.7130    0.219594   1744.783    952.33    117.50   2115.71   1921395.4    5102.04   647.160   0.00386331   0.00471109   1.3425092    1.48877   26.0870     -6.50597
   0.4770    67576.4   2.7127    0.219491   1744.713    952.41    117.70   2115.68   1919983.5    5102.23   647.186   0.00386529   0.00472156   1.3425028    1.48877   26.0870     -6.33672
   0.4780    67549.9   2.7125    0.219387   1744.644    952.48    117.90   2115.65   1918583.9    5102.43   647.210   0.00386728   0.00473203   1.3424968    1.48877   26.0870     -5.89267
   0.4790    67523.1   2.7123    0.219283   1744.578    952.55    118.10   2115.63   1917175.9    5102.62   647.234   0.00386930   0.00474250   1.3424910    1.48877   26.0870     -5.79313
   0.4800    67495.9   2.7121    0.219177   1744.514    952.61    118.30   2115.60   1915771.1    5102.81   647.258   0.00387135   0.00475298   1.3424853    1.48877   26.0870     -5.75605
   0.4810    67467.8   2.7119    0.219069   1744.451    952.67    118.49   2115.57   1914382.0    5103.01   647.280   0.00387340   0.00476345   1.3424798    1.48877   26.0870     -5.36350
