
         Dual Mode Scramjet

  N       NA    Nm    cf         Dinj       L
   1221   3     3     0.00300    0.00300    1.220
         Area changes along axis
  xA      theta
  0.000    0.00
  0.390    0.60
  0.990    1.20
         Injections along axis
  xm      psi     y       angle
  0.110   0.50    0.10    80.00
  0.510   0.30    0.40    60.00
  0.810   0.20    0.60    40.00


  x        p           Ma       rho         V          T         F         Tt        Pt          s          a         Ac           A            gamma       mdot       W         G
   0.6500    61489.6   2.5591    0.178334   1713.101    922.20    151.12   1957.22   1593678.1    8106.33   675.477   0.00468056   0.00653328   1.3449231    1.50178   23.3400      0.87783
   0.6510    61454.1   2.5591    0.178235   1713.101    922.18    151.28   1957.19   1592838.8    8106.47   675.469   0.00468315   0.00654375   1.3449249    1.50178   23.3400      0.91308
   0.6520    61418.6   2.5591    0.178137   1713.100    922.16    151.44   1957.17   1592000.5    8106.61   675.460   0.00468573   0.00655422   1.3449268    1.50178   23.3400      0.94005
   0.6530    61383.2   2.5592    0.178039   1713.100    922.13    151.59   1957.14   1591161.6    8106.74   675.452   0.00468832   0.00656469   1.3449287    1.50178   23.3400      0.91221
   0.6540    61347.9   2.5592    0.177941   1713.100    922.11    151.75   1957.12   1590325.4    8106.88   675.443   0.00469090   0.00657517   1.3449306    1.50178   23.3400      0.92306
   0.6550    61312.4   2.5592    0.177843   1713.100    922.09    151.91   1957.10   1589491.5    8107.02   675.434   0.00469349   0.00658564   1.3449325    1.50178   23.3400      0.96068
   0.6560    61277.1   2.5593    0.177745   1713.100    922.06    152.06   1957.07   1588656.9    8107.15   675.426   0.00469607   0.00659611   1.3449345    1.50178   23.3400      0.94638
   0.6570    61241.8   2.5593    0.177647   1713.100    922.04    152.22   1957.05   1587824.0    8107.29   675.417   0.00469866   0.00660658   1.3449364    1.50178   23.3400      0.93703
   0.6580    61206.4   2.5593    0.177549   1713.100    922.01    152.38   1957.02   1586993.8    8107.43   675.408   0.00470125   0.00661706   1.3449383    1.50178   23.3400      0.97160
   0.6590    61171.1   2.5594    0.177452   1713.100    921.99    152.53   1957.00   1586163.8    8107.56   675.399   0.00470383   0.00662753   1.3449403    1.50178   23.3400      0.97530
   0.6600    61135.9   2.5594    0.177354   1713.101    921.97    152.69   1956.98   1585334.3    8107.70   675.390   0.00470642   0.00663800   1.3449423    1.50178   23.3400      0.95604
   0.6610    61100.6   2.5594    0.177256   1713.101    921.94    152.85   1956.95   1584507.5    8107.83   675.382   0.00470901   0.00664847   1.3449442    1.50178   23.3400      0.97774
   0.6620    61065.4   2.5595    0.177159   1713.102    921.92    153.00   1956.93   1583681.9    8107.97   675.373   0.00471159   0.00665895   1.3449462    1.50178   23.3400      0.99598
   0.6630    61030.2   2.5595    0.177062   1713.102    921.89    153.16   1956.90   1582856.1    8108.10   675.364   0.00471418   0.00666942   1.3449482    1.50178   23.3400      0.97809
   0.6640    60995.1   2.5595    0.176965   1713.103    921.87    153.31   1956.88   1582032.6    8108.24   675.355   0.00471677   0.00667989   1.3449502    1.50178   23.3400      0.98379
   0.6650    60959.9   2.5596    0.176867   1713.103    921.84    153.47   1956.86   1581210.9    8108.38   675.346   0.00471936   0.00669036   1.3449522    1.50178   23.3400      1.00828
   0.6660    60924.8   2.5596    0.176771   1713.104    921.82    153.62   1956.83   1580389.2    8108.51   675.336   0.00472194   0.00670084   1.3449542    1.50178   23.3400      0.99972
   0.6670    60889.8   2.5596    0.176674   1713.105    921.79    153.78   1956.81   1579568.9    8108.65   675.327   0.00472453   0.00671131   1.3449563    1.50178   23.3400      0.99263
   0.6680    60854.7   2.5597    0.176577   1713.105    921.77    153.94   1956.78   1578750.8    8108.78   675.318   0.00472712   0.00672178   1.3449583    1.50178   23.3400      1.01444
   0.6690    60819.7   2.5597    0.176480   1713.106    921.74    154.09   1956.76   1577933.2    8108.92   675.309   0.00472970   0.00673225   1.3449603    1.50178   23.3400      1.01765
   0.6700    60784.8   2.5597    0.176384   1713.107    921.72    154.24   1956.74   1577116.3    8109.05   675.300   0.00473229   0.00674273   1.3449624    1.50178   23.3400      1.00476
   0.6710    60749.9   2.5598    0.176287   1713.108    921.69    154.40   1956.71   1576301.5    8109.18   675.291   0.00473488   0.00675320   1.3449644    1.50178   23.3400      1.01776
   0.6720    60714.9   2.5598    0.176191   1713.109    921.67    154.55   1956.69   1575487.9    8109.32   675.281   0.00473746   0.00676367   1.3449665    1.50178   23.3400      1.03009
   0.6730    60680.1   2.5598    0.176095   1713.110    921.64    154.71   1956.66   1574674.6    8109.45   675.272   0.00474005   0.00677414   1.3449685    1.50178   23.3400      1.01871
   0.6740    60645.3   2.5599    0.175998   1713.111    921.62    154.86   1956.64   1573863.0    8109.59   675.263   0.00474264   0.00678461   1.3449706    1.50178   23.3400      1.02131
   0.6750    60610.5   2.5599    0.175902   1713.112    921.59    155.02   1956.61   1573053.1    8109.72   675.254   0.00474522   0.00679509   1.3449726    1.50178   23.3400      1.03712
   0.6760    60575.7   2.5600    0.175806   1713.113    921.57    155.17   1956.59   1572243.6    8109.85   675.244   0.00474780   0.00680556   1.3449747    1.50178   23.3400      1.03218
   0.6770    60541.0   2.5600    0.175711   1713.114    921.54    155.32   1956.57   1571435.3    8109.99   675.235   0.00475039   0.00681603   1.3449768    1.50178   23.3400      1.02681
   0.6780    60506.4   2.5600    0.175615   1713.115    921.51    155.48   1956.54   1570628.8    8110.12   675.226   0.00475297   0.00682650   1.3449789    1.50178   23.3400      1.04035
   0.6790    60471.7   2.5601    0.175519   1713.116    921.49    155.63   1956.52   1569823.0    8110.25   675.216   0.00475556   0.00683698   1.3449810    1.50178   23.3400      1.04306
   0.6800    60437.1   2.5601    0.175424   1713.117    921.46    155.78   1956.49   1569018.1    8110.39   675.207   0.00475814   0.00684745   1.3449831    1.50178   23.3400      1.03445
   0.6810    60402.6   2.5601    0.175329   1713.118    921.44    155.93   1956.47   1568214.8    8110.52   675.197   0.00476072   0.00685792   1.3449851    1.50178   23.3400      1.04200
   0.6820    60368.0   2.5602    0.175233   1713.120    921.41    156.09   1956.44   1567412.8    8110.65   675.188   0.00476331   0.00686839   1.3449872    1.50178   23.3400      1.05031
   0.6830    60333.6   2.5602    0.175138   1713.121    921.39    156.24   1956.42   1566611.3    8110.79   675.179   0.00476589   0.00687887   1.3449893    1.50178   23.3400      1.04317
   0.6840    60299.1   2.5603    0.175043   1713.122    921.36    156.39   1956.40   1565811.2    8110.92   675.169   0.00476847   0.00688934   1.3449914    1.50178   23.3400      1.04401
   0.6850    60264.7   2.5603    0.174948   1713.123    921.33    156.54   1956.37   1565012.7    8111.05   675.160   0.00477105   0.00689981   1.3449935    1.50178   23.3400      1.05414
   0.6860    60230.4   2.5603    0.174854   1713.124    921.31    156.70   1956.35   1564214.7    8111.18   675.150   0.00477363   0.00691028   1.3449957    1.50178   23.3400      1.05142
   0.6870    60196.0   2.5604    0.174759   1713.126    921.28    156.85   1956.32   1563417.9    8111.31   675.141   0.00477621   0.00692076   1.3449978    1.50178   23.3400      1.04741
   0.6880    60161.8   2.5604    0.174665   1713.127    921.26    157.00   1956.30   1562622.6    8111.45   675.131   0.00477879   0.00693123   1.3449999    1.50178   23.3400      1.05567
   0.6890    60127.5   2.5604    0.174570   1713.128    921.23    157.15   1956.27   1561828.2    8111.58   675.122   0.00478137   0.00694170   1.3450020    1.50178   23.3400      1.05788
   0.6900    60093.3   2.5605    0.174476   1713.130    921.20    157.30   1956.25   1561034.7    8111.71   675.112   0.00478395   0.00695217   1.3450041    1.50178   23.3400      1.05219
   0.6910    60059.2   2.5605    0.174382   1713.131    921.18    157.45   1956.23   1560242.6    8111.84   675.103   0.00478653   0.00696264   1.3450062    1.50178   23.3400      1.05640
   0.6920    60025.1   2.5606    0.174288   1713.132    921.15    157.61   1956.20   1559451.7    8111.97   675.093   0.00478910   0.00697312   1.3450084    1.50178   23.3400      1.06198
   0.6930    59991.0   2.5606    0.174194   1713.134    921.13    157.76   1956.18   1558661.5    8112.10   675.084   0.00479168   0.00698359   1.3450105    1.50178   23.3400      1.05758
   0.6940    59957.0   2.5606    0.174100   1713.135    921.10    157.91   1956.15   1557872.6    8112.24   675.074   0.00479426   0.00699406   1.3450126    1.50178   23.3400      1.05752
   0.6950    59923.0   2.5607    0.174006   1713.136    921.07    158.06   1956.13   1557084.9    8112.37   675.064   0.00479683   0.00700453   1.3450147    1.50178   23.3400      1.06394
   0.6960    59889.0   2.5607    0.173913   1713.138    921.05    158.21   1956.10   1556298.1    8112.50   675.055   0.00479941   0.00701501   1.3450169    1.50178   23.3400      1.06257
   0.6970    59855.1   2.5608    0.173819   1713.139    921.02    158.36   1956.08   1555512.4    8112.63   675.045   0.00480198   0.00702548   1.3450190    1.50178   23.3400      1.05962
   0.6980    59821.3   2.5608    0.173726   1713.140    921.00    158.51   1956.05   1554728.0    8112.76   675.036   0.00480456   0.00703595   1.3450211    1.50178   23.3400      1.06458
   0.6990    59787.4   2.5608    0.173633   1713.142    920.97    158.66   1956.03   1553944.5    8112.89   675.026   0.00480713   0.00704642   1.3450233    1.50178   23.3400      1.06633
   0.7000    59753.7   2.5609    0.173540   1713.143    920.94    158.81   1956.01   1553162.0    8113.02   675.017   0.00480970   0.00705690   1.3450254    1.50178   23.3400      1.06262
   0.7010    59719.9   2.5609    0.173447   1713.144    920.92    158.96   1955.98   1552380.7    8113.15   675.007   0.00481228   0.00706737   1.3450276    1.50178   23.3400      1.06485
   0.7020    59686.2   2.5609    0.173354   1713.146    920.89    159.11   1955.96   1551600.5    8113.28   674.997   0.00481485   0.00707784   1.3450297    1.50178   23.3400      1.06857
   0.7030    59652.6   2.5610    0.173261   1713.147    920.86    159.26   1955.93   1550821.2    8113.41   674.988   0.00481742   0.00708831   1.3450318    1.50178   23.3400      1.06594
   0.7040    59619.0   2.5610    0.173169   1713.148    920.84    159.41   1955.91   1550043.1    8113.54   674.978   0.00481999   0.00709879   1.3450340    1.50178   23.3400      1.06550
   0.7050    59585.4   2.5611    0.173076   1713.150    920.81    159.56   1955.88   1549266.1    8113.67   674.968   0.00482256   0.00710926   1.3450361    1.50178   23.3400      1.06952
   0.7060    59551.9   2.5611    0.172984   1713.151    920.79    159.71   1955.86   1548490.0    8113.80   674.959   0.00482513   0.00711973   1.3450383    1.50178   23.3400      1.06893
   0.7070    59518.4   2.5611    0.172892   1713.152    920.76    159.86   1955.83   1547715.0    8113.93   674.949   0.00482770   0.00713020   1.3450404    1.50178   23.3400      1.06683
   0.7080    59484.9   2.5612    0.172800   1713.154    920.73    160.01   1955.81   1546941.1    8114.06   674.939   0.00483027   0.00714067   1.3450426    1.50178   23.3400      1.06974
   0.7090    59451.5   2.5612    0.172708   1713.155    920.71    160.15   1955.78   1546168.3    8114.19   674.930   0.00483283   0.00715115   1.3450447    1.50178   23.3400      1.07110
   0.7100    59418.2   2.5613    0.172616   1713.156    920.68    160.30   1955.76   1545396.4    8114.32   674.920   0.00483540   0.00716162   1.3450469    1.50178   23.3400      1.06873
   0.7110    59384.9   2.5613    0.172524   1713.158    920.65    160.45   1955.74   1544625.6    8114.45   674.911   0.00483797   0.00717209   1.3450490    1.50178   23.3400      1.06983
   0.7120    59351.6   2.5613    0.172432   1713.159    920.63    160.60   1955.71   1543855.9    8114.57   674.901   0.00484053   0.00718256   1.3450512    1.50178   23.3400      1.07231
   0.7130    59318.4   2.5614    0.172341   1713.161    920.60    160.75   1955.69   1543087.1    8114.70   674.891   0.00484310   0.00719304   1.3450533    1.50178   23.3400      1.07080
   0.7140    59285.2   2.5614    0.172249   1713.162    920.57    160.90   1955.66   1542319.4    8114.83   674.882   0.00484566   0.00720351   1.3450555    1.50178   23.3400      1.07026
   0.7150    59252.0   2.5614    0.172158   1713.163    920.55    161.04   1955.64   1541552.8    8114.96   674.872   0.00484823   0.00721398   1.3450576    1.50178   23.3400      1.07276
   0.7160    59218.9   2.5615    0.172067   1713.165    920.52    161.19   1955.61   1540787.1    8115.09   674.862   0.00485079   0.00722445   1.3450598    1.50178   23.3400      1.07261
   0.7170    59185.9   2.5615    0.171976   1713.166    920.50    161.34   1955.59   1540022.4    8115.22   674.852   0.00485335   0.00723493   1.3450620    1.50178   23.3400      1.07116
   0.7180    59152.9   2.5616    0.171885   1713.167    920.47    161.49   1955.56   1539258.9    8115.34   674.843   0.00485591   0.00724540   1.3450641    1.50178   23.3400      1.07283
   0.7190    59119.9   2.5616    0.171794   1713.169    920.44    161.63   1955.54   1538496.3    8115.47   674.833   0.00485847   0.00725587   1.3450663    1.50178   23.3400      1.07388
   0.7200    59087.0   2.5616    0.171704   1713.170    920.42    161.78   1955.51   1537734.7    8115.60   674.823   0.00486104   0.00726634   1.3450684    1.50178   23.3400      1.07241
   0.7210    59054.1   2.5617    0.171613   1713.171    920.39    161.93   1955.49   1536974.1    8115.73   674.814   0.00486360   0.00727682   1.3450706    1.50178   23.3400      1.07291
   0.7220    59021.2   2.5617    0.171523   1713.172    920.36    162.08   1955.46   1536214.6    8115.86   674.804   0.00486616   0.00728729   1.3450728    1.50178   23.3400      1.07455
   0.7230    58988.4   2.5618    0.171432   1713.174    920.34    162.22   1955.44   1535456.0    8115.98   674.794   0.00486871   0.00729776   1.3450749    1.50178   23.3400      1.07374
   0.7240    58955.6   2.5618    0.171342   1713.175    920.31    162.37   1955.41   1534698.5    8116.11   674.785   0.00487127   0.00730823   1.3450771    1.50178   23.3400      1.07325
   0.7250    58922.9   2.5618    0.171252   1713.176    920.28    162.52   1955.39   1533942.0    8116.24   674.775   0.00487383   0.00731870   1.3450792    1.50178   23.3400      1.07480
   0.7260    58890.2   2.5619    0.171162   1713.178    920.26    162.66   1955.36   1533186.4    8116.36   674.765   0.00487639   0.00732918   1.3450814    1.50178   23.3400      1.07488
   0.7270    58857.6   2.5619    0.171072   1713.179    920.23    162.81   1955.34   1532431.8    8116.49   674.755   0.00487894   0.00733965   1.3450836    1.50178   23.3400      1.07392
   0.7280    58825.0   2.5620    0.170982   1713.180    920.20    162.95   1955.31   1531678.3    8116.62   674.746   0.00488150   0.00735012   1.3450857    1.50178   23.3400      1.07486
   0.7290    58792.4   2.5620    0.170893   1713.182    920.18    163.10   1955.29   1530925.7    8116.74   674.736   0.00488405   0.00736059   1.3450879    1.50178   23.3400      1.07566
   0.7300    58759.9   2.5620    0.170803   1713.183    920.15    163.25   1955.26   1530174.1    8116.87   674.726   0.00488661   0.00737107   1.3450901    1.50178   23.3400      1.07480
   0.7310    58727.4   2.5621    0.170714   1713.184    920.12    163.39   1955.24   1529423.5    8117.00   674.717   0.00488916   0.00738154   1.3450922    1.50178   23.3400      1.07500
   0.7320    58695.0   2.5621    0.170625   1713.185    920.10    163.54   1955.22   1528673.9    8117.12   674.707   0.00489172   0.00739201   1.3450944    1.50178   23.3400      1.07610
   0.7330    58662.6   2.5621    0.170536   1713.187    920.07    163.68   1955.19   1527925.3    8117.25   674.697   0.00489427   0.00740248   1.3450966    1.50178   23.3400      1.07572
   0.7340    58630.2   2.5622    0.170446   1713.188    920.05    163.83   1955.17   1527177.6    8117.38   674.687   0.00489682   0.00741296   1.3450987    1.50178   23.3400      1.07534
   0.7350    58597.9   2.5622    0.170358   1713.189    920.02    163.97   1955.14   1526430.9    8117.50   674.678   0.00489937   0.00742343   1.3451009    1.50178   23.3400      1.07630
   0.7360    58565.7   2.5623    0.170269   1713.190    919.99    164.12   1955.12   1525685.2    8117.63   674.668   0.00490192   0.00743390   1.3451031    1.50178   23.3400      1.07649
   0.7370    58533.4   2.5623    0.170180   1713.192    919.97    164.26   1955.09   1524940.5    8117.75   674.658   0.00490447   0.00744437   1.3451053    1.50178   23.3400      1.07590
   0.7380    58501.2   2.5623    0.170091   1713.193    919.94    164.41   1955.07   1524196.7    8117.88   674.648   0.00490702   0.00745485   1.3451074    1.50178   23.3400      1.07644
   0.7390    58469.1   2.5624    0.170003   1713.194    919.91    164.55   1955.04   1523453.9    8118.01   674.639   0.00490957   0.00746532   1.3451096    1.50178   23.3400      1.07705
   0.7400    58437.0   2.5624    0.169915   1713.195    919.89    164.70   1955.02   1522712.0    8118.13   674.629   0.00491212   0.00747579   1.3451118    1.50178   23.3400      1.07659
   0.7410    58404.9   2.5625    0.169826   1713.197    919.86    164.84   1954.99   1521971.1    8118.26   674.619   0.00491467   0.00748626   1.3451139    1.50178   23.3400      1.07666
   0.7420    58372.9   2.5625    0.169738   1713.198    919.83    164.99   1954.97   1521231.2    8118.38   674.610   0.00491721   0.00749673   1.3451161    1.50178   23.3400      1.07740
   0.7430    58340.9   2.5625    0.169650   1713.199    919.81    165.13   1954.94   1520492.2    8118.51   674.600   0.00491976   0.00750721   1.3451183    1.50178   23.3400      1.07728
   0.7440    58308.9   2.5626    0.169562   1713.200    919.78    165.28   1954.92   1519754.2    8118.63   674.590   0.00492231   0.00751768   1.3451205    1.50178   23.3400      1.07704
   0.7450    58277.0   2.5626    0.169474   1713.201    919.75    165.42   1954.89   1519017.2    8118.76   674.580   0.00492485   0.00752815   1.3451226    1.50178   23.3400      1.07764
   0.7460    58245.2   2.5626    0.169387   1713.203    919.73    165.56   1954.87   1518281.0    8118.88   674.570   0.00492740   0.00753862   1.3451248    1.50178   23.3400      1.07788
   0.7470    58213.3   2.5627    0.169299   1713.204    919.70    165.71   1954.84   1517545.8    8119.00   674.561   0.00492994   0.00754910   1.3451270    1.50178   23.3400      1.07756
   0.7480    58181.5   2.5627    0.169212   1713.205    919.67    165.85   1954.82   1516811.6    8119.13   674.551   0.00493248   0.00755957   1.3451292    1.50178   23.3400      1.07788
   0.7490    58149.8   2.5628    0.169124   1713.206    919.65    165.99   1954.79   1516078.3    8119.25   674.541   0.00493503   0.00757004   1.3451313    1.50178   23.3400      1.07835
   0.7500    58118.1   2.5628    0.169037   1713.207    919.62    166.14   1954.77   1515346.0    8119.38   674.531   0.00493757   0.00758051   1.3451335    1.50178   23.3400      1.07816
   0.7510    58086.4   2.5628    0.168950   1713.209    919.59    166.28   1954.74   1514614.5    8119.50   674.522   0.00494011   0.00759099   1.3451357    1.50178   23.3400      1.07819
   0.7520    58054.8   2.5629    0.168863   1713.210    919.57    166.42   1954.71   1513884.1    8119.63   674.512   0.00494265   0.00760146   1.3451379    1.50178   23.3400      1.07871
   0.7530    58023.2   2.5629    0.168776   1713.211    919.54    166.57   1954.69   1513154.5    8119.75   674.502   0.00494519   0.00761193   1.3451400    1.50178   23.3400      1.07875
   0.7540    57991.6   2.5630    0.168689   1713.212    919.51    166.71   1954.66   1512425.9    8119.87   674.492   0.00494773   0.00762240   1.3451422    1.50178   23.3400      1.07862
   0.7550    57960.1   2.5630    0.168603   1713.213    919.49    166.85   1954.64   1511698.2    8120.00   674.483   0.00495027   0.00763288   1.3451444    1.50178   23.3400      1.07903
   0.7560    57928.7   2.5630    0.168516   1713.214    919.46    166.99   1954.61   1510971.5    8120.12   674.473   0.00495281   0.00764335   1.3451466    1.50178   23.3400      1.07929
   0.7570    57897.2   2.5631    0.168430   1713.216    919.43    167.14   1954.59   1510245.6    8120.24   674.463   0.00495535   0.00765382   1.3451488    1.50178   23.3400      1.07915
   0.7580    57865.8   2.5631    0.168343   1713.217    919.41    167.28   1954.56   1509520.7    8120.37   674.453   0.00495789   0.00766429   1.3451509    1.50178   23.3400      1.07937
   0.7590    57834.5   2.5632    0.168257   1713.218    919.38    167.42   1954.54   1508796.7    8120.49   674.443   0.00496042   0.00767476   1.3451531    1.50178   23.3400      1.07975
   0.7600    57803.2   2.5632    0.168171   1713.219    919.35    167.56   1954.51   1508073.6    8120.61   674.434   0.00496296   0.00768524   1.3451553    1.50178   23.3400      1.07972
   0.7610    57771.9   2.5632    0.168085   1713.220    919.33    167.70   1954.49   1507351.4    8120.74   674.424   0.00496550   0.00769571   1.3451575    1.50178   23.3400      1.07977
   0.7620    57740.6   2.5633    0.167999   1713.221    919.30    167.85   1954.46   1506630.2    8120.86   674.414   0.00496803   0.00770618   1.3451597    1.50178   23.3400      1.08016
   0.7630    57709.4   2.5633    0.167913   1713.222    919.27    167.99   1954.44   1505909.8    8120.98   674.404   0.00497057   0.00771665   1.3451619    1.50178   23.3400      1.08028
   0.7640    57678.3   2.5633    0.167827   1713.223    919.25    168.13   1954.41   1505190.4    8121.10   674.394   0.00497310   0.00772713   1.3451640    1.50178   23.3400      1.08026
   0.7650    57647.1   2.5634    0.167742   1713.224    919.22    168.27   1954.39   1504471.9    8121.23   674.385   0.00497563   0.00773760   1.3451662    1.50178   23.3400      1.08055
   0.7660    57616.0   2.5634    0.167656   1713.226    919.19    168.41   1954.36   1503754.2    8121.35   674.375   0.00497817   0.00774807   1.3451684    1.50178   23.3400      1.08081
   0.7670    57585.0   2.5635    0.167571   1713.227    919.17    168.55   1954.34   1503037.5    8121.47   674.365   0.00498070   0.00775854   1.3451706    1.50178   23.3400      1.08081
   0.7680    57554.0   2.5635    0.167485   1713.228    919.14    168.69   1954.31   1502321.7    8121.59   674.355   0.00498323   0.00776902   1.3451728    1.50178   23.3400      1.08098
   0.7690    57523.0   2.5635    0.167400   1713.229    919.11    168.83   1954.29   1501606.8    8121.71   674.345   0.00498576   0.00777949   1.3451750    1.50178   23.3400      1.08130
   0.7700    57492.1   2.5636    0.167315   1713.230    919.09    168.98   1954.26   1500892.7    8121.84   674.336   0.00498830   0.00778996   1.3451771    1.50178   23.3400      1.08138
   0.7710    57461.2   2.5636    0.167230   1713.231    919.06    169.12   1954.24   1500179.6    8121.96   674.326   0.00499083   0.00780043   1.3451793    1.50178   23.3400      1.08147
   0.7720    57430.3   2.5637    0.167145   1713.232    919.03    169.26   1954.21   1499467.4    8122.08   674.316   0.00499336   0.00781091   1.3451815    1.50178   23.3400      1.08178
   0.7730    57399.5   2.5637    0.167061   1713.233    919.01    169.40   1954.18   1498756.0    8122.20   674.306   0.00499588   0.00782138   1.3451837    1.50178   23.3400      1.08196
   0.7740    57368.7   2.5637    0.166976   1713.234    918.98    169.54   1954.16   1498045.5    8122.32   674.296   0.00499841   0.00783185   1.3451859    1.50178   23.3400      1.08201
   0.7750    57338.0   2.5638    0.166891   1713.235    918.95    169.68   1954.13   1497335.9    8122.44   674.287   0.00500094   0.00784232   1.3451881    1.50178   23.3400      1.08226
   0.7760    57307.2   2.5638    0.166807   1713.236    918.93    169.82   1954.11   1496627.3    8122.57   674.277   0.00500347   0.00785280   1.3451903    1.50178   23.3400      1.08251
   0.7770    57276.6   2.5639    0.166723   1713.237    918.90    169.96   1954.08   1495919.4    8122.69   674.267   0.00500600   0.00786327   1.3451925    1.50178   23.3400      1.08260
   0.7780    57245.9   2.5639    0.166638   1713.238    918.87    170.10   1954.06   1495212.5    8122.81   674.257   0.00500852   0.00787374   1.3451947    1.50178   23.3400      1.08277
   0.7790    57215.3   2.5639    0.166554   1713.239    918.84    170.24   1954.03   1494506.4    8122.93   674.247   0.00501105   0.00788421   1.3451969    1.50178   23.3400      1.08305
   0.7800    57184.8   2.5640    0.166470   1713.240    918.82    170.38   1954.01   1493801.2    8123.05   674.237   0.00501357   0.00789468   1.3451990    1.50178   23.3400      1.08320
   0.7810    57154.2   2.5640    0.166386   1713.241    918.79    170.52   1953.98   1493096.9    8123.17   674.228   0.00501610   0.00790516   1.3452012    1.50178   23.3400      1.08333
   0.7820    57123.7   2.5640    0.166302   1713.242    918.76    170.65   1953.96   1492393.5    8123.29   674.218   0.00501862   0.00791563   1.3452034    1.50178   23.3400      1.08359
   0.7830    57093.3   2.5641    0.166219   1713.243    918.74    170.79   1953.93   1491690.9    8123.41   674.208   0.00502115   0.00792610   1.3452056    1.50178   23.3400      1.08380
   0.7840    57062.9   2.5641    0.166135   1713.244    918.71    170.93   1953.90   1490989.2    8123.53   674.198   0.00502367   0.00793657   1.3452078    1.50178   23.3400      1.08392
   0.7850    57032.5   2.5642    0.166052   1713.245    918.68    171.07   1953.88   1490288.4    8123.65   674.188   0.00502619   0.00794705   1.3452100    1.50178   23.3400      1.08415
   0.7860    57002.1   2.5642    0.165968   1713.246    918.66    171.21   1953.85   1489588.4    8123.77   674.178   0.00502872   0.00795752   1.3452122    1.50178   23.3400      1.08440
   0.7870    56971.8   2.5642    0.165885   1713.247    918.63    171.35   1953.83   1488889.3    8123.89   674.169   0.00503124   0.00796799   1.3452144    1.50178   23.3400      1.08455
   0.7880    56941.6   2.5643    0.165802   1713.248    918.60    171.49   1953.80   1488191.0    8124.01   674.159   0.00503376   0.00797846   1.3452166    1.50178   23.3400      1.08473
   0.7890    56911.3   2.5643    0.165718   1713.249    918.58    171.63   1953.78   1487493.6    8124.13   674.149   0.00503628   0.00798894   1.3452188    1.50178   23.3400      1.08499
   0.7900    56881.1   2.5644    0.165635   1713.250    918.55    171.76   1953.75   1486797.1    8124.25   674.139   0.00503880   0.00799941   1.3452210    1.50178   23.3400      1.08518
   0.7910    56851.0   2.5644    0.165552   1713.251    918.52    171.90   1953.73   1486101.4    8124.37   674.129   0.00504132   0.00800988   1.3452232    1.50178   23.3400      1.08535
   0.7920    56820.8   2.5644    0.165470   1713.252    918.50    172.04   1953.70   1485406.6    8124.49   674.119   0.00504384   0.00802035   1.3452254    1.50178   23.3400      1.08559
   0.7930    56790.7   2.5645    0.165387   1713.253    918.47    172.18   1953.67   1484712.6    8124.61   674.109   0.00504636   0.00803083   1.3452276    1.50178   23.3400      1.08583
   0.7940    56760.7   2.5645    0.165304   1713.254    918.44    172.32   1953.65   1484019.4    8124.73   674.100   0.00504888   0.00804130   1.3452298    1.50178   23.3400      1.08599
   0.7950    56730.7   2.5646    0.165222   1713.255    918.42    172.45   1953.62   1483327.1    8124.85   674.090   0.00505139   0.00805177   1.3452320    1.50178   23.3400      1.08621
   0.7960    56700.7   2.5646    0.165139   1713.256    918.39    172.59   1953.60   1482635.7    8124.97   674.080   0.00505391   0.00806224   1.3452342    1.50178   23.3400      1.08647
   0.7970    56670.7   2.5646    0.165057   1713.257    918.36    172.73   1953.57   1481945.1    8125.09   674.070   0.00505643   0.00807271   1.3452364    1.50178   23.3400      1.08666
   0.7980    56640.8   2.5647    0.164975   1713.258    918.33    172.87   1953.55   1481255.3    8125.20   674.060   0.00505894   0.00808319   1.3452386    1.50178   23.3400      1.08686
   0.7990    56610.9   2.5647    0.164893   1713.259    918.31    173.00   1953.52   1480566.4    8125.32   674.050   0.00506146   0.00809366   1.3452408    1.50178   23.3400      1.08711
   0.8000    56581.1   2.5648    0.164811   1713.260    918.28    173.14   1953.50   1479878.3    8125.44   674.040   0.00506398   0.00810413   1.3452430    1.50178   23.3400      1.08733
   0.8010    56551.3   2.5648    0.164729   1713.261    918.25    173.28   1953.47   1479191.1    8125.56   674.030   0.00506649   0.00811460   1.3452452    1.50178   23.3400      1.08753
   0.8020    56521.5   2.5648    0.164647   1713.262    918.23    173.41   1953.44   1478504.6    8125.68   674.021   0.00506900   0.00812508   1.3452474    1.50178   23.3400      1.08777
   0.8030    56491.7   2.5649    0.164565   1713.263    918.20    173.55   1953.42   1477819.0    8125.80   674.011   0.00507152   0.00813555   1.3452496    1.50178   23.3400      1.08801
   0.8040    56462.0   2.5649    0.164484   1713.264    918.17    173.69   1953.39   1477134.3    8125.91   674.001   0.00507403   0.00814602   1.3452518    1.50178   23.3400      1.08822
   0.8050    56432.4   2.5649    0.164402   1713.264    918.15    173.82   1953.37   1476450.3    8126.03   673.991   0.00507654   0.00815649   1.3452540    1.50178   23.3400      1.08845
   0.8060    56402.7   2.5650    0.164321   1713.265    918.12    173.96   1953.34   1475767.2    8126.15   673.981   0.00507906   0.00816697   1.3452562    1.50178   23.3400      1.08870
   0.8070    56373.1   2.5650    0.164239   1713.266    918.09    174.10   1953.32   1475084.9    8126.27   673.971   0.00508157   0.00817744   1.3452584    1.50178   23.3400      1.08892
